Année,Durée en mois,Montant
2015,36.0,387594.0
2015,48.0,349880.0
2015,48.0,598000.0
2015,48.0,685969.0
2015,36.0,438956.0
2015,36.0,375175.0
2015,36.0,388024.0
2015,36.0,649552.0
2015,36.0,329680.0
2015,42.0,750199.0
2015,48.0,533693.0
2015,24.0,598006.0
2015,36.0,516997.0
2015,36.0,493797.0
2015,36.0,222012.0
2015,48.0,494560.0
2015,42.0,482114.0
2015,42.0,749087.0
2015,36.0,655720.0
2015,36.0,299000.0
2015,36.0,467753.0
2015,48.0,663334.0
2015,36.0,594308.0
2015,36.0,199626.0
2015,36.0,729594.0
2015,48.0,555580.0
2015,42.0,395505.0
2015,36.0,208000.0
2015,48.0,688926.0
2015,48.0,829786.0
2015,48.0,606440.0
2015,36.0,576445.0
2015,36.0,287456.0
2015,36.0,465874.0
2015,42.0,306653.0
2015,36.0,230481.0
2015,36.0,207569.0
2015,48.0,517993.0
2015,42.0,245648.0
2015,42.0,500117.0
2015,48.0,711123.0
2015,36.0,513259.0
2015,48.0,742178.0
2015,36.0,800135.0
2015,42.0,457600.0
2015,36.0,668372.0
2015,36.0,296842.0
2015,36.0,508687.0
2015,48.0,751167.0
2015,48.0,247216.0
2015,48.0,262478.0
2015,24.0,632638.0
2015,42.0,829465.0
2015,36.0,169104.0
2015,36.0,251004.0
2015,36.0,315744.0
2015,36.0,402859.0
2015,36.0,350352.0
2015,42.0,299702.0
2015,36.0,428214.0
2015,24.0,137905.0
2015,48.0,467000.0
2015,48.0,461992.0
2015,42.0,236080.0
2015,48.0,523224.0
2015,48.0,210080.0
2015,48.0,275205.0
2015,48.0,588474.0
2015,42.0,523578.0
2015,48.0,266507.0
2015,48.0,340000.0
2015,36.0,147472.0
2015,42.0,342930.0
2015,48.0,501000.0
2015,36.0,260000.0
2015,48.0,139000.0
2015,48.0,445000.0
2015,48.0,675052.0
2015,36.0,163952.0
2015,36.0,158445.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2007,36.0,115000.0
2007,36.0,150000.0
2007,30.0,160000.0
2007,36.0,355264.0
2007,36.0,288000.0
2007,24.0,120000.0
2007,36.0,356518.0
2007,24.0,216000.0
2007,48.0,583805.0
2007,36.0,398787.0
2007,36.0,482112.0
2007,36.0,633030.0
2007,18.0,229520.0
2007,18.0,100000.0
2007,24.0,157196.0
2007,36.0,160000.0
2007,36.0,180000.0
2007,36.0,140000.0
2007,36.0,200000.0
2007,36.0,42703.0
2007,48.0,496865.0
2007,36.0,149497.0
2007,48.0,66000.0
2007,36.0,512965.0
2007,36.0,286467.0
2007,36.0,513000.0
2007,12.0,74000.0
2007,36.0,257829.0
2007,48.0,621920.0
2007,36.0,428398.0
2007,24.0,90000.0
2007,24.0,230997.0
2007,36.0,480000.0
2007,36.0,550000.0
2007,48.0,360000.0
2007,36.0,260000.0
2007,36.0,360000.0
2007,36.0,130000.0
2007,36.0,149946.0
2007,48.0,157000.0
2007,36.0,43950.0
2007,36.0,125009.0
2007,36.0,130000.0
2007,36.0,100000.0
2007,24.0,110000.0
2007,36.0,130000.0
2007,48.0,150065.0
2007,36.0,193580.0
2007,48.0,200000.0
2007,48.0,187000.0
2007,48.0,200000.0
2007,24.0,120000.0
2007,48.0,200000.0
2007,48.0,200000.0
2007,36.0,100000.0
2007,48.0,200000.0
2007,24.0,150000.0
2007,36.0,430000.0
2007,36.0,159000.0
2007,36.0,360000.0
2007,36.0,265700.0
2007,48.0,772882.0
2007,36.0,671307.0
2007,36.0,406616.0
2007,36.0,484125.0
2007,36.0,994589.0
2007,36.0,736785.0
2007,24.0,200000.0
2007,24.0,197598.0
2007,18.0,129800.0
2007,36.0,374795.0
2007,36.0,341878.0
2007,36.0,623976.0
2007,36.0,834362.0
2007,48.0,387280.0
2007,36.0,502867.0
2007,36.0,577772.0
2007,48.0,450000.0
2007,24.0,384018.0
2007,48.0,703577.0
2007,36.0,1179124.0
2008,48.0,921496.0
2008,36.0,377758.0
2012,48.0,511537.0
2012,36.0,947532.0
2012,48.0,254590.0
2012,36.0,322784.0
2012,36.0,175552.0
2012,48.0,245399.0
2012,36.0,245200.0
2012,36.0,384740.0
2012,36.0,288165.0
2012,48.0,686764.0
2012,36.0,249141.0
2012,36.0,264185.0
2012,36.0,220997.0
2012,36.0,89995.0
2012,48.0,90000.0
2012,48.0,130000.0
2012,36.0,75000.0
2012,48.0,225283.0
2012,36.0,152693.0
2012,36.0,253864.0
2012,48.0,260312.0
2012,48.0,201905.0
2012,42.0,177245.0
2012,36.0,168399.0
2012,36.0,228966.0
2012,36.0,169520.0
2012,36.0,155725.0
2012,36.0,160156.0
2012,48.0,148304.0
2012,36.0,178880.0
2012,48.0,299528.0
2012,36.0,146324.0
2012,36.0,245989.0
2012,36.0,186420.0
2012,36.0,258419.0
2012,36.0,139974.0
2012,36.0,169574.0
2012,36.0,139984.0
2012,36.0,165000.0
2012,36.0,130000.0
2012,36.0,149991.0
2012,36.0,199478.0
2012,36.0,333216.0
2012,36.0,280000.0
2012,36.0,214968.0
2012,36.0,299765.0
2012,36.0,220000.0
2012,36.0,445630.0
2012,48.0,1018721.0
2012,48.0,606755.0
2012,36.0,546979.0
2012,48.0,881267.0
2012,48.0,635150.0
2012,30.0,674391.0
2012,36.0,1031026.0
2012,48.0,1157827.0
2012,48.0,1406306.0
2012,36.0,860934.0
2012,36.0,462072.0
2012,36.0,441509.0
2012,36.0,385216.0
2012,36.0,257479.0
2012,36.0,194480.0
2012,36.0,814811.0
2012,42.0,933955.0
2012,48.0,1044267.0
2012,48.0,799952.0
2012,42.0,696152.0
2012,36.0,843425.0
2012,42.0,677451.0
2012,36.0,353385.0
2012,36.0,483340.0
2012,36.0,321800.0
2012,36.0,260000.0
2012,36.0,887262.0
2012,24.0,747025.0
2012,24.0,459969.0
2012,30.0,612436.0
2012,42.0,565840.0
2012,48.0,800470.0
2012,48.0,636550.0
2012,36.0,984135.0
2012,48.0,802050.0
2012,48.0,890493.0
2012,48.0,864374.0
2012,36.0,965772.0
2012,48.0,998324.0
2007,36.0,370000.0
2007,48.0,463748.0
2007,36.0,450000.0
2007,36.0,340000.0
2007,36.0,450000.0
2007,36.0,500000.0
2007,36.0,420000.0
2007,36.0,260000.0
2007,36.0,301000.0
2007,36.0,450000.0
2007,36.0,570000.0
2007,36.0,450000.0
2007,48.0,560000.0
2006,36.0,140000.0
2006,36.0,80000.0
2006,36.0,100000.0
2006,36.0,120000.0
2006,36.0,33600.0
2006,36.0,120000.0
2006,36.0,150000.0
2006,36.0,150000.0
2006,36.0,125000.0
2006,36.0,300000.0
2006,36.0,259200.0
2006,48.0,222000.0
2006,48.0,260000.0
2006,24.0,240000.0
2006,36.0,350000.0
2006,48.0,400000.0
2006,36.0,250000.0
2006,36.0,304000.0
2006,48.0,500000.0
2006,36.0,435000.0
2006,36.0,550000.0
2006,36.0,350000.0
2006,36.0,340000.0
2006,36.0,505000.0
2006,36.0,190000.0
2006,36.0,200000.0
2006,36.0,132000.0
2006,36.0,220000.0
2006,48.0,400000.0
2006,18.0,159590.0
2006,18.0,181584.0
2006,18.0,120000.0
2006,36.0,209674.0
2006,18.0,224500.0
2006,36.0,199902.0
2006,18.0,148000.0
2006,36.0,274378.0
2006,18.0,105671.0
2006,18.0,151815.0
2006,48.0,700404.0
2006,30.0,390930.0
2006,36.0,674962.0
2006,48.0,450844.0
2006,18.0,149820.0
2006,24.0,409567.0
2006,36.0,361956.0
2006,48.0,439200.0
2006,18.0,147162.0
2006,24.0,159999.0
2006,36.0,60000.0
2006,48.0,110000.0
2006,48.0,150000.0
2006,48.0,150000.0
2006,36.0,120000.0
2006,36.0,1112400.0
2006,18.0,578597.0
2006,36.0,380000.0
2006,24.0,726653.0
2006,36.0,666181.0
2006,36.0,112328.0
2006,48.0,348000.0
2006,36.0,468738.0
2006,36.0,519100.0
2006,36.0,154420.0
2006,24.0,300000.0
2006,36.0,328780.0
2006,36.0,320000.0
2006,36.0,350000.0
2006,36.0,150000.0
2006,36.0,400000.0
2006,36.0,180000.0
2006,36.0,330000.0
2006,36.0,390000.0
2006,24.0,621788.0
2006,36.0,768520.0
2006,36.0,312512.0
2006,30.0,683953.0
2006,24.0,338278.0
2006,24.0,487831.0
2006,24.0,594406.0
2006,36.0,484198.0
2006,36.0,449080.0
2006,12.0,62000.0
2006,24.0,785920.0
2006,24.0,574635.0
2006,24.0,341724.0
2006,36.0,508566.0
2006,36.0,511362.0
2006,48.0,760647.0
2006,48.0,500000.0
2006,24.0,1097319.0
2008,24.0,109980.0
2008,36.0,713524.0
2008,36.0,511258.0
2008,39.0,726427.0
2008,30.0,190000.0
2008,36.0,180000.0
2008,48.0,260000.0
2008,48.0,180000.0
2008,24.0,154232.0
2015,36.0,493863.0
