Année,Durée en mois,Montant
2012,36.0,537880.0
2012,48.0,457600.0
2012,48.0,372504.0
2012,36.0,427895.0
2012,36.0,169936.0
2012,36.0,349997.0
2012,36.0,369825.0
2012,48.0,500000.0
2012,48.0,289952.0
2012,48.0,378000.0
2012,24.0,38998.0
2012,48.0,312998.0
2012,42.0,434000.0
2012,36.0,324992.0
2012,48.0,556916.0
2012,36.0,386934.0
2010,42.0,150000.0
2010,36.0,155000.0
2008,36.0,600000.0
2008,36.0,280000.0
2008,24.0,603199.0
2008,36.0,250000.0
2008,48.0,350000.0
2008,36.0,919030.0
2008,24.0,471425.0
2008,36.0,301745.0
2008,48.0,1085908.0
2008,24.0,119912.0
2008,36.0,505130.0
2008,48.0,404396.0
2008,24.0,299998.0
2008,36.0,604194.0
2008,48.0,823450.0
2006,36.0,150000.0
2006,48.0,160000.0
2006,48.0,106000.0
2006,48.0,150000.0
2006,36.0,140000.0
2006,36.0,100000.0
2006,36.0,90533.0
2006,36.0,127000.0
2006,36.0,150000.0
2006,36.0,150000.0
2006,36.0,149000.0
2006,36.0,75000.0
2006,48.0,150000.0
2006,36.0,80000.0
2006,36.0,140000.0
2006,48.0,802047.0
2006,36.0,471121.0
2006,36.0,80000.0
2006,36.0,110000.0
2006,36.0,144000.0
2006,36.0,260000.0
2006,36.0,969120.0
2006,36.0,372917.0
2006,36.0,260000.0
2006,36.0,393984.0
2006,36.0,250000.0
2006,36.0,358494.0
2006,24.0,150000.0
2006,36.0,920515.0
2006,36.0,431359.0
2006,36.0,133900.0
2006,36.0,150000.0
2006,36.0,70000.0
2006,36.0,90000.0
2006,36.0,150000.0
2006,36.0,150000.0
2006,36.0,150000.0
2006,24.0,495172.0
2006,36.0,121900.0
2006,36.0,373885.0
2006,36.0,350000.0
2006,36.0,240000.0
2006,24.0,120000.0
2006,36.0,180000.0
2006,24.0,218400.0
2006,36.0,240000.0
2006,24.0,120000.0
2006,36.0,270000.0
2006,36.0,260699.0
2006,36.0,326000.0
2006,24.0,916577.0
2006,36.0,276397.0
2006,36.0,453700.0
2006,48.0,500000.0
2006,36.0,356700.0
2006,36.0,315000.0
2006,36.0,694881.0
2006,24.0,580000.0
2006,36.0,458300.0
2006,24.0,544288.0
2006,36.0,520987.0
2006,24.0,648805.0
2006,36.0,382955.0
2006,36.0,377701.0
2007,36.0,330000.0
2007,36.0,210000.0
2007,48.0,200000.0
2007,24.0,73000.0
2007,36.0,330000.0
2007,48.0,250000.0
2007,36.0,183000.0
2007,48.0,400000.0
2007,36.0,400000.0
2007,24.0,420000.0
2007,36.0,571700.0
2007,48.0,500000.0
2007,36.0,284460.0
2007,48.0,540000.0
2007,36.0,400000.0
2007,36.0,360000.0
2007,36.0,380000.0
2007,36.0,520000.0
2007,36.0,613690.0
2007,24.0,937103.0
2007,36.0,856815.0
2015,36.0,412673.0
2015,48.0,450000.0
2015,36.0,260000.0
2015,36.0,374664.0
2015,42.0,638000.0
2015,42.0,400000.0
2015,48.0,595000.0
2015,48.0,430639.0
2015,36.0,433998.0
2015,36.0,590000.0
2015,36.0,261080.0
2015,48.0,609416.0
2015,36.0,409000.0
2015,36.0,256308.0
2015,48.0,548525.0
2015,36.0,671895.0
2015,36.0,194747.0
2015,48.0,597000.0
2015,36.0,492000.0
2015,36.0,471544.0
2015,48.0,609000.0
2015,36.0,204048.0
2015,36.0,629805.0
2015,42.0,104000.0
2015,36.0,381076.0
2015,42.0,581433.0
2015,36.0,228411.0
2015,36.0,697581.0
2015,36.0,358185.0
2015,48.0,645311.0
2015,36.0,465870.0
2015,48.0,562582.0
2015,36.0,299304.0
2015,48.0,248700.0
2015,36.0,377000.0
2015,36.0,617973.0
2015,48.0,307424.0
2015,36.0,463765.0
2015,42.0,801005.0
2015,36.0,709318.0
2015,48.0,756385.0
2015,48.0,251680.0
2015,48.0,694989.0
2015,36.0,315370.0
2015,36.0,234104.0
2015,48.0,157188.0
2015,36.0,190840.0
2015,42.0,629139.0
2015,36.0,254582.0
2015,48.0,345999.0
2015,36.0,345565.0
2015,36.0,881458.0
2015,42.0,782971.0
2015,48.0,144560.0
2015,36.0,283760.0
2015,24.0,198508.0
2015,48.0,494373.0
2015,42.0,274999.0
2015,24.0,46677.0
2015,36.0,42900.0
2015,36.0,91900.0
2015,36.0,289160.0
2015,48.0,387530.0
2015,36.0,220896.0
2015,48.0,205000.0
2015,36.0,201864.0
2015,48.0,380818.0
2015,48.0,198682.0
2015,48.0,516932.0
2015,48.0,512968.0
2015,48.0,414322.0
2015,48.0,301600.0
2015,48.0,415792.0
2015,36.0,349996.0
2015,48.0,420243.0
2015,48.0,620000.0
2015,48.0,423000.0
2015,48.0,385000.0
2015,36.0,210000.0
2015,42.0,349981.0
2015,48.0,541992.0
2015,36.0,411831.0
2015,48.0,212128.0
2015,48.0,352040.0
2015,36.0,305760.0
2015,48.0,623602.0
2015,42.0,648142.0
2015,48.0,643464.0
2015,48.0,135200.0
2015,48.0,385736.0
2015,42.0,387400.0
2015,42.0,479957.0
2015,36.0,353107.0
2015,48.0,304449.0
2015,48.0,234125.0
2015,48.0,352071.0
2015,48.0,191360.0
2015,36.0,65437.0
2015,36.0,230173.0
2015,36.0,216570.0
2010,24.0,772504.0
2010,36.0,748108.0
2010,36.0,955234.0
2010,36.0,584732.0
2010,48.0,200000.0
2010,36.0,170000.0
2010,48.0,194272.0
2010,36.0,219960.0
2010,36.0,418033.0
2010,48.0,557218.0
2010,48.0,501465.0
2010,48.0,539000.0
2010,36.0,602760.0
2010,48.0,546343.0
2010,36.0,359999.0
2010,36.0,614631.0
2010,36.0,430000.0
2010,48.0,310000.0
2010,48.0,379999.0
2010,36.0,839999.0
2010,36.0,639999.0
2010,48.0,430000.0
2010,48.0,98800.0
2010,36.0,400000.0
2010,36.0,440000.0
2010,36.0,294000.0
2010,36.0,280000.0
2010,48.0,450000.0
2010,36.0,440000.0
2010,36.0,369999.0
2010,36.0,650000.0
2010,36.0,500000.0
2010,36.0,420000.0
2010,36.0,285000.0
2010,36.0,370000.0
2010,36.0,230000.0
2010,48.0,420000.0
2010,48.0,370000.0
2010,48.0,650000.0
2010,48.0,410000.0
2010,36.0,380261.0
2010,48.0,450000.0
2010,48.0,739970.0
2010,48.0,500000.0
2010,48.0,600000.0
2010,24.0,559965.0
2010,36.0,420000.0
2010,38.0,448544.0
2010,48.0,794028.0
2010,36.0,570000.0
2010,36.0,698560.0
2010,36.0,432127.0
2010,36.0,330231.0
2010,36.0,428411.0
2010,36.0,489348.0
2010,36.0,565506.0
2010,48.0,751450.0
2010,48.0,470000.0
2010,24.0,163954.0
2010,36.0,250000.0
2010,48.0,350000.0
2010,36.0,550000.0
2010,36.0,270000.0
2010,48.0,450000.0
2010,48.0,300000.0
2010,36.0,150000.0
2010,36.0,180000.0
2010,36.0,190000.0
2010,48.0,190000.0
2010,36.0,160000.0
2010,36.0,200000.0
2010,36.0,56984.0
2010,36.0,145000.0
2010,36.0,195000.0
2010,36.0,185000.0
2010,36.0,170000.0
2010,36.0,185000.0
2010,42.0,220000.0
2010,36.0,170000.0
2010,36.0,195000.0
2010,36.0,194970.0
2010,36.0,204994.0
2010,36.0,135000.0
2010,48.0,210000.0
2010,36.0,149760.0
2010,37.0,197600.0
2010,48.0,219440.0
2010,36.0,191672.0
2010,48.0,248938.0
2010,36.0,280000.0
2010,36.0,200000.0
2010,48.0,280000.0
2010,36.0,242278.0
2010,36.0,200000.0
2010,48.0,205900.0
2010,36.0,200000.0
2010,36.0,270000.0
2010,36.0,239200.0
2010,36.0,200000.0
2010,48.0,205102.0
2013,36.0,166244.0
2013,36.0,211432.0
2013,36.0,244845.0
2013,36.0,878985.0
2013,48.0,665632.0
2013,42.0,348379.0
2013,48.0,144560.0
2013,48.0,285685.0
2013,36.0,178841.0
2013,36.0,141960.0
2013,36.0,219960.0
2013,24.0,199680.0
2013,36.0,270000.0
2013,48.0,270000.0
2013,36.0,254280.0
2013,36.0,195624.0
2013,36.0,204984.0
2013,36.0,142688.0
2013,36.0,209874.0
2013,36.0,147992.0
2013,36.0,254386.0
2013,36.0,45000.0
2013,42.0,100000.0
2013,42.0,303071.0
2013,48.0,246996.0
2013,42.0,167066.0
2013,30.0,156000.0
2013,48.0,224999.0
2013,42.0,202723.0
2013,48.0,234991.0
2013,42.0,230000.0
2013,36.0,209664.0
2013,48.0,244999.0
2013,36.0,201760.0
2013,48.0,181118.0
2013,36.0,90000.0
2013,42.0,146000.0
2013,48.0,195000.0
2013,48.0,150000.0
2013,36.0,150000.0
2013,48.0,190870.0
2013,42.0,310000.0
2013,48.0,103817.0
2013,42.0,210000.0
2013,42.0,291928.0
2013,42.0,277061.0
2013,48.0,239616.0
2013,42.0,145000.0
2013,24.0,124831.0
2013,42.0,155000.0
2013,42.0,255000.0
2013,42.0,327641.0
2013,48.0,213694.0
2013,36.0,269964.0
2013,42.0,279999.0
2013,48.0,244309.0
2013,42.0,249924.0
2013,48.0,504015.0
2013,48.0,997656.0
2013,42.0,450459.0
2013,42.0,954617.0
2013,42.0,832196.0
2013,42.0,340000.0
2013,48.0,337400.0
2013,42.0,369795.0
2013,36.0,210184.0
2013,42.0,511828.0
2013,42.0,400000.0
2013,42.0,766453.0
2013,42.0,511248.0
2013,30.0,819813.0
2013,36.0,234840.0
2013,36.0,185852.0
2013,43.0,369310.0
2013,30.0,435320.0
2013,48.0,799219.0
2013,48.0,1028189.0
2013,48.0,640000.0
2011,36.0,664231.0
2011,42.0,391999.0
2011,36.0,328641.0
2011,36.0,363790.0
2011,48.0,300560.0
2011,36.0,699800.0
2011,24.0,117154.0
2011,36.0,250411.0
2011,36.0,610000.0
2011,36.0,263200.0
2011,24.0,227760.0
2011,36.0,775123.0
2011,48.0,829596.0
2011,48.0,835764.0
2011,48.0,765407.0
2011,42.0,1117974.0
2011,48.0,630852.0
2011,42.0,666582.0
2011,48.0,1186173.0
2011,48.0,1149933.0
2011,48.0,928629.0
2011,48.0,879935.0
2010,36.0,210000.0
2010,36.0,220000.0
2010,36.0,150000.0
2010,48.0,155000.0
2010,36.0,159848.0
2010,36.0,190000.0
2010,36.0,169890.0
2010,30.0,270195.0
2010,36.0,343440.0
2010,38.0,231244.0
2010,48.0,280000.0
2010,36.0,220742.0
2010,48.0,300000.0
2010,36.0,340000.0
2010,36.0,170000.0
2010,36.0,240000.0
2010,48.0,199996.0
2010,36.0,213761.0
2010,36.0,165000.0
2010,48.0,273967.0
2010,36.0,132000.0
2010,36.0,148000.0
2010,48.0,163513.0
2010,36.0,140000.0
2010,36.0,293000.0
2010,36.0,404793.0
2010,36.0,579983.0
2010,36.0,490000.0
2010,36.0,499842.0
2010,36.0,659700.0
2010,36.0,591998.0
2010,40.0,884433.0
2010,38.0,1113506.0
2010,36.0,622648.0
2010,36.0,1168305.0
2010,36.0,1183424.0
2010,42.0,916000.0
2010,36.0,833687.0
2010,36.0,159999.0
2010,36.0,276032.0
2010,46.0,693056.0
2010,36.0,699997.0
2010,48.0,763121.0
2010,36.0,771987.0
2010,48.0,1155192.0
2010,48.0,575885.0
2010,48.0,1043377.0
2010,48.0,598038.0
2010,36.0,874292.0
2010,42.0,1031901.0
2010,42.0,691677.0
2010,36.0,989462.0
2010,36.0,299907.0
2010,48.0,802320.0
2010,36.0,977054.0
2010,48.0,633672.0
2010,42.0,120952.0
2010,36.0,239999.0
2010,36.0,597486.0
2010,36.0,943872.0
2010,36.0,1110000.0
2010,24.0,1046457.0
2010,36.0,922643.0
2010,36.0,1108744.0
2010,30.0,524784.0
2010,36.0,827843.0
2010,36.0,799620.0
2010,30.0,298307.0
2010,36.0,1608841.0
2010,36.0,1160128.0
2010,36.0,710328.0
2010,36.0,1532400.0
2011,48.0,589255.0
2007,36.0,418000.0
2007,36.0,483712.0
2007,36.0,1083975.0
2007,48.0,535492.0
2007,36.0,251156.0
2007,36.0,279070.0
2007,36.0,344890.0
2007,36.0,56531.0
2007,24.0,786501.0
2007,24.0,497212.0
2007,24.0,767031.0
2007,36.0,1154302.0
2007,36.0,375009.0
2007,36.0,210000.0
2007,36.0,200000.0
2007,48.0,300000.0
2007,36.0,592328.0
2007,36.0,264860.0
2007,36.0,1422231.0
2007,36.0,976070.0
2007,24.0,476419.0
2007,36.0,659649.0
2007,4.0,170997.0
2007,48.0,1279378.0
2007,36.0,1119420.0
2007,24.0,438172.0
2007,36.0,170000.0
2007,36.0,120000.0
2007,36.0,550000.0
2007,48.0,590000.0
2007,24.0,173537.0
2007,24.0,300000.0
2007,36.0,1418465.0
2007,30.0,1586568.0
2007,48.0,883556.0
2007,36.0,204766.0
2007,36.0,312128.0
2007,48.0,1284845.0
2007,24.0,761068.0
2007,36.0,772014.0
2007,36.0,1215852.0
2007,36.0,528735.0
2007,36.0,663116.0
2007,24.0,790664.0
2007,36.0,1576041.0
2007,36.0,722736.0
2007,24.0,469234.0
2007,30.0,1355028.0
2007,48.0,791278.0
2007,48.0,462743.0
2007,48.0,664931.0
2007,36.0,941304.0
2007,36.0,834524.0
2008,48.0,548526.0
2008,36.0,499063.0
2008,36.0,280000.0
2008,48.0,418000.0
2008,48.0,319994.0
2008,48.0,220000.0
2008,36.0,350076.0
2008,36.0,475210.0
2008,36.0,437000.0
2008,36.0,521945.0
2008,48.0,293208.0
2008,36.0,404300.0
2008,48.0,600000.0
2008,36.0,270000.0
2008,36.0,592020.0
2015,36.0,119080.0
2015,36.0,211856.0
2015,48.0,378920.0
2015,36.0,531552.0
2015,48.0,466000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,36.0,300000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,18.0,30000.0
2015,24.0,1748000.0
2015,36.0,202000.0
2015,36.0,245000.0
2015,36.0,158000.0
2010,48.0,215505.0
2010,48.0,200000.0
2010,48.0,230000.0
2010,36.0,349960.0
2010,36.0,219957.0
2010,24.0,125000.0
2010,36.0,219377.0
2010,48.0,1020000.0
2010,36.0,986207.0
2010,36.0,459035.0
2010,36.0,597265.0
2010,36.0,633022.0
2010,36.0,469653.0
2010,36.0,190000.0
2010,36.0,219999.0
2010,36.0,199999.0
2010,36.0,324465.0
2010,36.0,225000.0
2010,36.0,358537.0
2010,36.0,683400.0
2010,36.0,552148.0
2010,36.0,617340.0
2010,42.0,1053911.0
2010,36.0,1226140.0
2010,42.0,883376.0
2010,48.0,996386.0
2010,36.0,526325.0
2010,36.0,573526.0
2010,48.0,949967.0
2010,36.0,231199.0
2010,36.0,188011.0
2010,36.0,776627.0
2010,24.0,613419.0
2010,36.0,1244713.0
2010,36.0,796000.0
2010,36.0,810365.0
2010,36.0,684900.0
2010,36.0,445119.0
2010,36.0,1322230.0
2010,24.0,1291493.0
2010,36.0,1255803.0
2011,42.0,458451.0
2013,42.0,545502.0
2013,48.0,791010.0
2013,36.0,805959.0
2013,48.0,548316.0
2013,36.0,370258.0
2013,42.0,395023.0
2013,48.0,469764.0
2013,42.0,990242.0
2013,24.0,531820.0
2013,48.0,1165559.0
2013,42.0,532969.0
2013,42.0,748156.0
2013,48.0,1068080.0
2013,42.0,315968.0
2013,42.0,296180.0
2013,30.0,299847.0
2013,42.0,892656.0
2013,42.0,950233.0
2013,36.0,622514.0
2013,42.0,427223.0
2013,42.0,559795.0
2013,36.0,479992.0
2013,48.0,599977.0
2013,48.0,899846.0
2013,42.0,934251.0
2011,48.0,1350000.0
2011,36.0,1815398.0
2011,36.0,799900.0
2011,36.0,1061969.0
2011,48.0,745850.0
2011,36.0,691590.0
2011,36.0,280000.0
2011,36.0,600000.0
2011,36.0,674610.0
2011,48.0,687635.0
2011,36.0,848842.0
2011,36.0,841520.0
2011,36.0,1346911.0
2011,36.0,893706.0
2011,36.0,714555.0
2012,42.0,339174.0
2012,36.0,561232.0
2012,48.0,539868.0
2012,36.0,623328.0
2012,36.0,465000.0
2012,48.0,464410.0
2012,48.0,449907.0
2012,36.0,218042.0
2012,36.0,118354.0
2012,48.0,1057292.0
2012,48.0,729086.0
2012,48.0,993745.0
2012,42.0,593542.0
2012,48.0,1253294.0
2012,48.0,879393.0
2012,36.0,290472.0
2012,36.0,294552.0
2012,24.0,295426.0
2012,36.0,299226.0
2012,36.0,291863.0
2012,36.0,687940.0
2012,42.0,904220.0
2012,48.0,154967.0
2012,48.0,242996.0
2012,48.0,214784.0
2012,48.0,275000.0
2012,48.0,283000.0
2012,48.0,219000.0
2012,42.0,348868.0
2012,36.0,372330.0
2012,36.0,362391.0
2012,48.0,591766.0
2012,48.0,542578.0
2012,48.0,621267.0
2012,48.0,951960.0
2012,48.0,581240.0
2012,36.0,298267.0
2012,48.0,362905.0
2012,48.0,639995.0
2012,36.0,359984.0
2012,36.0,348994.0
2012,36.0,235248.0
2012,48.0,421462.0
2012,48.0,440000.0
2012,36.0,424459.0
2012,48.0,458366.0
2012,48.0,450000.0
2012,36.0,494959.0
2012,48.0,569997.0
2012,36.0,397499.0
2012,48.0,390832.0
2012,48.0,454922.0
2012,36.0,203424.0
2012,36.0,385000.0
2012,48.0,497120.0
2012,36.0,414398.0
2012,36.0,582939.0
2012,36.0,312759.0
2012,36.0,188606.0
2012,36.0,261358.0
2012,36.0,199992.0
2012,36.0,230000.0
2012,36.0,300000.0
2012,36.0,250000.0
2012,36.0,285540.0
2012,36.0,225888.0
2012,36.0,427567.0
2012,36.0,281348.0
2012,36.0,355468.0
2012,36.0,332926.0
2012,36.0,437496.0
2012,48.0,524097.0
2012,36.0,399856.0
2010,24.0,349765.0
2010,36.0,859961.0
2010,36.0,789997.0
2010,36.0,899841.0
2010,36.0,775468.0
2010,36.0,949426.0
2010,36.0,904781.0
2010,48.0,1131924.0
2010,48.0,200000.0
2010,48.0,200000.0
2010,48.0,200000.0
2010,36.0,150000.0
2010,48.0,140000.0
2010,48.0,140000.0
2010,36.0,110000.0
2010,36.0,316742.0
2010,48.0,303499.0
2010,42.0,289973.0
2010,48.0,503689.0
2010,48.0,236922.0
2010,36.0,259519.0
2010,36.0,384999.0
2010,36.0,509999.0
2010,48.0,310000.0
2010,48.0,599999.0
2010,36.0,400000.0
2010,36.0,590000.0
2010,48.0,590000.0
2010,48.0,460000.0
2010,48.0,520000.0
2010,36.0,1090376.0
2010,36.0,329999.0
2010,48.0,265000.0
2010,36.0,375000.0
2010,36.0,210000.0
2010,36.0,339999.0
2010,48.0,569998.0
2010,48.0,679999.0
2010,42.0,594999.0
2010,36.0,500000.0
2010,36.0,470000.0
2010,36.0,395000.0
2010,36.0,285000.0
2010,36.0,465000.0
2010,36.0,480000.0
2010,36.0,580000.0
2010,36.0,420000.0
2010,48.0,590000.0
2010,36.0,653227.0
2010,36.0,530000.0
2010,36.0,380000.0
2010,36.0,525000.0
2010,48.0,414997.0
2010,36.0,439976.0
2010,48.0,570174.0
2010,36.0,588400.0
2010,36.0,611994.0
2010,48.0,640000.0
2010,36.0,426539.0
2010,36.0,417488.0
2010,36.0,439500.0
2010,36.0,382060.0
2010,48.0,514733.0
2010,36.0,528955.0
2010,36.0,473079.0
2010,36.0,528320.0
2010,48.0,417491.0
2010,48.0,400000.0
2010,48.0,600000.0
2010,36.0,550000.0
2010,48.0,475651.0
2010,48.0,600000.0
2010,36.0,300000.0
2010,36.0,450000.0
2010,48.0,550000.0
2008,36.0,320097.0
2008,36.0,320000.0
2008,36.0,550000.0
2008,48.0,459999.0
2008,36.0,451036.0
2008,48.0,800000.0
2008,36.0,500000.0
2008,36.0,1135952.0
2008,36.0,1582361.0
2008,36.0,1326606.0
2008,36.0,600000.0
2008,36.0,280000.0
2008,36.0,909649.0
2008,24.0,420000.0
2008,36.0,240533.0
2008,24.0,106585.0
2008,30.0,291872.0
2008,36.0,340144.0
2008,36.0,175000.0
2008,36.0,139272.0
2008,36.0,334096.0
2008,48.0,330000.0
2008,36.0,287000.0
2008,36.0,75000.0
2008,36.0,600000.0
2008,36.0,300000.0
2008,36.0,600000.0
2008,36.0,496052.0
2008,36.0,540000.0
2008,36.0,359700.0
2008,36.0,522000.0
2008,36.0,340000.0
2008,36.0,278272.0
2008,36.0,231004.0
2008,36.0,250000.0
2008,48.0,338100.0
2008,30.0,771552.0
2008,36.0,280000.0
2008,36.0,200000.0
2008,36.0,166873.0
2008,36.0,250000.0
2008,36.0,120000.0
2008,48.0,220000.0
2008,48.0,150000.0
2008,36.0,600529.0
2008,36.0,225094.0
2008,36.0,554357.0
2008,48.0,796635.0
2008,36.0,315960.0
2008,36.0,418842.0
2008,48.0,165000.0
2008,45.0,250000.0
2008,48.0,155000.0
2008,24.0,322143.0
2008,24.0,136614.0
2008,18.0,293737.0
2008,24.0,200000.0
2008,24.0,384990.0
2008,48.0,891417.0
2008,36.0,290000.0
2008,36.0,207589.0
2011,42.0,799996.0
2011,24.0,285312.0
2011,36.0,288916.0
2011,36.0,286412.0
2011,24.0,292445.0
2011,30.0,289527.0
2011,36.0,263692.0
2011,48.0,240000.0
2011,48.0,260000.0
2011,48.0,240000.0
2011,48.0,200000.0
2011,36.0,200000.0
2011,36.0,118560.0
2011,48.0,733491.0
2011,48.0,320000.0
2011,36.0,183993.0
2011,36.0,681787.0
2011,36.0,336563.0
2011,48.0,288208.0
2011,36.0,248270.0
2011,36.0,614889.0
2011,36.0,250000.0
2011,48.0,549999.0
2011,48.0,410364.0
2011,48.0,462000.0
2011,48.0,359852.0
2011,36.0,240000.0
2011,48.0,452920.0
2011,36.0,298369.0
2011,36.0,182040.0
2011,42.0,419999.0
2011,48.0,278006.0
2011,42.0,600000.0
2011,48.0,499666.0
2011,48.0,578908.0
2011,48.0,509692.0
2011,48.0,480000.0
2011,36.0,395509.0
2011,36.0,480000.0
2011,42.0,450000.0
2011,48.0,423000.0
2011,36.0,239824.0
2011,36.0,660170.0
2011,48.0,489601.0
2011,48.0,511838.0
2011,48.0,330000.0
2011,36.0,670000.0
2011,48.0,469946.0
2011,36.0,570509.0
2011,48.0,409000.0
2011,48.0,318500.0
2011,36.0,400000.0
2011,42.0,288000.0
2011,36.0,210000.0
2011,42.0,250000.0
2011,36.0,91000.0
2011,48.0,251000.0
2011,36.0,287491.0
2011,48.0,234000.0
2014,60.0,274248.0
2014,60.0,385383.0
2014,60.0,500000.0
2014,60.0,549926.0
2014,60.0,489840.0
2014,60.0,499999.0
2014,48.0,380000.0
2014,60.0,399998.0
2014,54.0,363532.0
2014,48.0,150870.0
2014,48.0,107120.0
2014,48.0,234657.0
2014,48.0,126353.0
2014,40.0,299805.0
2014,40.0,299915.0
2014,40.0,299624.0
2014,60.0,230241.0
2014,60.0,468558.0
2014,24.0,98920.0
2014,60.0,800000.0
2014,48.0,493147.0
2014,60.0,799947.0
2014,60.0,526681.0
2014,60.0,397303.0
2014,60.0,498931.0
2014,60.0,584810.0
2014,48.0,639288.0
2014,60.0,219512.0
2014,12.0,48360.0
2014,48.0,387680.0
2014,54.0,190041.0
2014,48.0,236731.0
2014,48.0,695282.0
2014,48.0,481036.0
2014,60.0,354607.0
2014,54.0,747328.0
2014,48.0,627430.0
2014,48.0,467689.0
2014,60.0,197600.0
2014,60.0,399460.0
2014,48.0,469299.0
2014,60.0,470919.0
2014,54.0,643459.0
2014,48.0,196560.0
2014,60.0,733070.0
2014,60.0,653157.0
2014,60.0,447151.0
2014,48.0,178970.0
2014,48.0,474240.0
2014,60.0,472798.0
2014,36.0,346393.0
2014,48.0,468289.0
2014,54.0,477725.0
2014,60.0,350000.0
2014,48.0,459924.0
2014,48.0,478120.0
2014,54.0,361548.0
2014,60.0,268939.0
2014,60.0,299988.0
2014,60.0,550000.0
2014,60.0,498957.0
2014,48.0,399998.0
2014,60.0,449225.0
2014,48.0,404220.0
2014,60.0,487872.0
2014,48.0,443780.0
2014,48.0,389758.0
2014,60.0,426108.0
2012,36.0,449212.0
2012,36.0,449542.0
2012,36.0,395325.0
2012,48.0,468000.0
2012,36.0,300000.0
2012,36.0,418089.0
2012,48.0,489457.0
2012,36.0,536720.0
2012,24.0,264810.0
2012,48.0,400000.0
2012,36.0,405988.0
2012,48.0,350000.0
2012,36.0,329879.0
2012,36.0,519710.0
2012,36.0,570000.0
2012,36.0,400000.0
2012,36.0,339976.0
2012,48.0,265000.0
2012,36.0,170984.0
2012,36.0,415000.0
2012,36.0,379733.0
2012,48.0,450000.0
2012,48.0,279324.0
2012,36.0,329903.0
2012,48.0,358748.0
2012,42.0,299969.0
2012,36.0,340000.0
2012,48.0,379922.0
2012,48.0,529992.0
2012,36.0,319997.0
2012,36.0,500000.0
2012,48.0,904820.0
2012,48.0,789037.0
2012,36.0,713000.0
2012,24.0,469888.0
2012,48.0,504514.0
2012,48.0,999336.0
2012,42.0,232138.0
2012,42.0,601452.0
2012,42.0,961090.0
2012,36.0,686329.0
2012,48.0,354011.0
2012,36.0,656678.0
2012,42.0,560474.0
2012,36.0,199067.0
2012,36.0,367432.0
2012,36.0,240000.0
2012,36.0,262958.0
2012,36.0,158482.0
2012,42.0,150001.0
2012,24.0,257192.0
2012,24.0,272709.0
2012,24.0,248890.0
2012,24.0,257204.0
2012,24.0,319601.0
2012,24.0,183372.0
2012,24.0,228792.0
2012,24.0,259205.0
2012,24.0,283920.0
2012,24.0,277316.0
2012,24.0,280799.0
2012,24.0,216049.0
2012,18.0,177840.0
2012,36.0,378248.0
2012,36.0,76200.0
2010,36.0,400000.0
2010,48.0,280000.0
2010,24.0,200486.0
2010,48.0,440000.0
2010,36.0,550000.0
2010,48.0,260000.0
2010,48.0,500000.0
2010,36.0,570000.0
2010,36.0,473580.0
2010,36.0,390564.0
2010,48.0,354153.0
2010,48.0,481237.0
2010,36.0,385129.0
2010,36.0,482661.0
2010,36.0,390728.0
2010,36.0,529839.0
2010,36.0,299982.0
2010,36.0,460200.0
2010,48.0,700186.0
2010,36.0,339593.0
2010,36.0,430000.0
2010,48.0,420000.0
2010,36.0,354099.0
2010,36.0,526174.0
2010,48.0,1278657.0
2010,36.0,524875.0
2010,36.0,370083.0
2010,36.0,250000.0
2010,48.0,369960.0
2010,36.0,200000.0
2010,48.0,220100.0
2010,36.0,238400.0
2010,36.0,230000.0
2010,48.0,160000.0
2010,48.0,170000.0
2008,36.0,350625.0
2008,48.0,500000.0
2008,36.0,500000.0
2008,36.0,509000.0
2008,24.0,350000.0
2008,48.0,290000.0
2008,48.0,420000.0
2008,36.0,400000.0
2008,48.0,240000.0
2008,36.0,1766274.0
2008,36.0,149897.0
2008,36.0,160000.0
2008,36.0,1171729.0
2008,48.0,1053147.0
2008,36.0,175614.0
2008,36.0,172640.0
2008,36.0,238925.0
2008,36.0,172120.0
2008,36.0,126180.0
2008,36.0,134759.0
2011,48.0,259000.0
2011,48.0,215000.0
2011,36.0,288309.0
2011,36.0,240000.0
2011,48.0,260000.0
2011,36.0,441718.0
2011,36.0,420421.0
2011,24.0,520884.0
2011,36.0,460208.0
2011,36.0,464726.0
2011,36.0,455891.0
2011,48.0,605840.0
2011,36.0,459098.0
2011,48.0,500000.0
2011,36.0,285000.0
2011,36.0,520000.0
2011,48.0,380000.0
2011,36.0,250000.0
2011,48.0,600000.0
2011,48.0,550000.0
2011,36.0,349989.0
2011,48.0,640476.0
2011,48.0,600254.0
2011,48.0,648560.0
2011,36.0,338022.0
2011,36.0,344000.0
2011,36.0,314944.0
2011,36.0,542713.0
2011,48.0,600000.0
2011,48.0,580000.0
2011,36.0,400000.0
2011,48.0,459999.0
2011,36.0,355000.0
2011,36.0,229000.0
2011,48.0,444000.0
